log_id,customer_id,chat_text,sentiment_label,keywords_detected
LOG03152,CUST00684,I need to know the branch hours.,neutral,
LOG03153,CUST00584,"Thank you, the issue has been resolved quickly.",positive,
LOG03154,CUST08317,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG03155,CUST05739,What are the current interest rates for savings accounts?,neutral,
LOG03156,CUST07825,Can I increase my credit limit?,neutral,
LOG03157,CUST03732,I am very unhappy with how my complaint was handled.,negative,
LOG03158,CUST00907,I cannot access my account – it seems blocked.,negative,blocked
LOG03159,CUST03215,"Thank you, the issue has been resolved quickly.",positive,
LOG03160,CUST09964,"Excellent experience overall, keep it up.",positive,
LOG03161,CUST00297,The loan was approved faster than expected – very pleased.,positive,
LOG03162,CUST07900,"Excellent experience overall, keep it up.",positive,
LOG03163,CUST06343,"Thank you, the issue has been resolved quickly.",positive,
LOG03164,CUST02052,Can I increase my credit limit?,neutral,
LOG03165,CUST06994,Account blocked again. This is the third time this month.,negative,blocked
LOG03166,CUST01894,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG03167,CUST01934,Can I increase my credit limit?,neutral,
LOG03168,CUST05764,Why is my loan application still pending? Terrible process.,negative,
LOG03169,CUST05622,"Great customer service, very helpful team.",positive,
LOG03170,CUST00950,The loan was approved faster than expected – very pleased.,positive,
LOG03171,CUST03802,My card was charged twice and no one is fixing it.,negative,
LOG03172,CUST09644,"There is a fraud transaction on my account, please help.",negative,fraud
LOG03173,CUST03722,"Thank you, the issue has been resolved quickly.",positive,
LOG03174,CUST08786,The loan was approved faster than expected – very pleased.,positive,
LOG03175,CUST00245,I cannot access my account – it seems blocked.,negative,blocked
LOG03176,CUST04095,What documents are needed for a loan application?,neutral,
LOG03177,CUST01256,"Thank you, the issue has been resolved quickly.",positive,
LOG03178,CUST02077,"Thank you, the issue has been resolved quickly.",positive,
LOG03179,CUST02959,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG03180,CUST00717,I love the new mobile app features.,positive,
LOG03181,CUST05729,I need to know the branch hours.,neutral,
LOG03182,CUST04002,Please send me my account statement.,neutral,
LOG03183,CUST02126,I am very unhappy with how my complaint was handled.,negative,
LOG03184,CUST07844,Account blocked again. This is the third time this month.,negative,blocked
LOG03185,CUST02006,What documents are needed for a loan application?,neutral,
LOG03186,CUST01259,What documents are needed for a loan application?,neutral,
LOG03187,CUST04100,"There is a fraud transaction on my account, please help.",negative,fraud
LOG03188,CUST03373,"Excellent experience overall, keep it up.",positive,
LOG03189,CUST05849,Can I increase my credit limit?,neutral,
LOG03190,CUST07267,My card was charged twice and no one is fixing it.,negative,
LOG03191,CUST06012,I am very unhappy with how my complaint was handled.,negative,
LOG03192,CUST04796,"Excellent experience overall, keep it up.",positive,
LOG03193,CUST04002,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03194,CUST04384,Please send me my account statement.,neutral,
LOG03195,CUST08871,Why is my loan application still pending? Terrible process.,negative,
LOG03196,CUST01711,Please send me my account statement.,neutral,
LOG03197,CUST05680,I cannot access my account – it seems blocked.,negative,blocked
LOG03198,CUST07967,Can I increase my credit limit?,neutral,
LOG03199,CUST01286,I love the new mobile app features.,positive,
LOG03200,CUST02247,"Great customer service, very helpful team.",positive,
LOG03201,CUST03778,Please send me my account statement.,neutral,
LOG03202,CUST09060,I need to know the branch hours.,neutral,
LOG03203,CUST02012,My card was charged twice and no one is fixing it.,negative,
LOG03204,CUST02326,I need to know the branch hours.,neutral,
LOG03205,CUST03852,I cannot access my account – it seems blocked.,negative,blocked
LOG03206,CUST07214,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03207,CUST07435,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03208,CUST00349,"There is a fraud transaction on my account, please help.",negative,fraud
LOG03209,CUST00554,The loan was approved faster than expected – very pleased.,positive,
LOG03210,CUST04555,I need to know the branch hours.,neutral,
LOG03211,CUST06295,Please send me my account statement.,neutral,
LOG03212,CUST01385,I am very unhappy with how my complaint was handled.,negative,
LOG03213,CUST04573,I cannot access my account – it seems blocked.,negative,blocked
LOG03214,CUST06291,"Excellent experience overall, keep it up.",positive,
LOG03215,CUST00309,Fraud alert – someone withdrew money without my permission.,negative,fraud
LOG03216,CUST06303,The loan was approved faster than expected – very pleased.,positive,
LOG03217,CUST00728,Can I increase my credit limit?,neutral,
LOG03218,CUST03371,What are the current interest rates for savings accounts?,neutral,
LOG03219,CUST03022,Can I increase my credit limit?,neutral,
LOG03220,CUST08725,Account blocked again. This is the third time this month.,negative,blocked
LOG03221,CUST05000,I cannot access my account – it seems blocked.,negative,blocked
LOG03222,CUST08873,How do I update my contact details?,neutral,
LOG03223,CUST00426,I need to know the branch hours.,neutral,
LOG03224,CUST05509,"Excellent experience overall, keep it up.",positive,
LOG03225,CUST09683,I need to know the branch hours.,neutral,
LOG03226,CUST00449,My card was charged twice and no one is fixing it.,negative,
LOG03227,CUST07112,I need to know the branch hours.,neutral,
LOG03228,CUST00936,Can I increase my credit limit?,neutral,
LOG03229,CUST09066,"Thank you, the issue has been resolved quickly.",positive,
LOG03230,CUST04710,Can I increase my credit limit?,neutral,
LOG03231,CUST07595,Please send me my account statement.,neutral,
LOG03232,CUST09382,Can I increase my credit limit?,neutral,
LOG03233,CUST02664,I am very unhappy with how my complaint was handled.,negative,
LOG03234,CUST07657,Account blocked again. This is the third time this month.,negative,blocked
LOG03235,CUST02161,My card was charged twice and no one is fixing it.,negative,
LOG03236,CUST04599,"Thank you, the issue has been resolved quickly.",positive,
LOG03237,CUST04496,What documents are needed for a loan application?,neutral,
LOG03238,CUST04095,"Thank you, the issue has been resolved quickly.",positive,
LOG03239,CUST05531,I am very unhappy with how my complaint was handled.,negative,
LOG03240,CUST06466,"Excellent experience overall, keep it up.",positive,
LOG03241,CUST04494,"Thank you, the issue has been resolved quickly.",positive,
LOG03242,CUST04404,Why is my loan application still pending? Terrible process.,negative,
LOG03243,CUST09962,I am very unhappy with how my complaint was handled.,negative,
LOG03244,CUST02037,"Thank you, the issue has been resolved quickly.",positive,
LOG03245,CUST09314,I love the new mobile app features.,positive,
LOG03246,CUST05260,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03247,CUST02930,I love the new mobile app features.,positive,
LOG03248,CUST07582,Can I increase my credit limit?,neutral,
LOG03249,CUST07208,How do I update my contact details?,neutral,
LOG03250,CUST07643,How do I update my contact details?,neutral,
LOG03251,CUST05878,"Thank you, the issue has been resolved quickly.",positive,
LOG03252,CUST09120,Can I increase my credit limit?,neutral,
LOG03253,CUST06695,"Great customer service, very helpful team.",positive,
LOG03254,CUST09496,I cannot access my account – it seems blocked.,negative,blocked
LOG03255,CUST04530,How do I update my contact details?,neutral,
LOG03256,CUST09035,Please send me my account statement.,neutral,
LOG03257,CUST01050,Why is my loan application still pending? Terrible process.,negative,
LOG03258,CUST02946,The loan was approved faster than expected – very pleased.,positive,
LOG03259,CUST04525,I need to know the branch hours.,neutral,
LOG03260,CUST08109,I am very unhappy with how my complaint was handled.,negative,
LOG03261,CUST03727,"Great customer service, very helpful team.",positive,
LOG03262,CUST02407,"Poor service, I have been waiting for days with no response.",negative,poor service
LOG03263,CUST00813,Please send me my account statement.,neutral,
LOG03264,CUST01876,"Great customer service, very helpful team.",positive,
LOG03265,CUST00631,My account was unblocked promptly. Happy with the service.,positive,blocked
LOG03266,CUST08303,What are the current interest rates for savings accounts?,neutral,
LOG03267,CUST09501,Can I increase my credit limit?,neutral,
LOG03268,CUST00688,I love the new mobile app features.,positive,
LOG03269,CUST03735,"Excellent experience overall, keep it up.",positive,
LOG03270,CUST04245,"Thank you, the issue has been resolved quickly.",positive,
LOG03271,CUST00265,I am very unhappy with how my complaint was handled.,negative,
LOG03272,CUST08855,Why is my loan application still pending? Terrible process.,negative,
LOG03273,CUST09840,I cannot access my account – it seems blocked.,negative,blocked
LOG03274,CUST05730,My card was charged twice and no one is fixing it.,negative,
LOG03275,CUST01270,"Thank you, the issue has been resolved quickly.",positive,
LOG03276,CUST07272,"Excellent experience overall, keep it up.",positive,
LOG03277,CUST08373,"There is a fraud transaction on my account, please help.",negative,fraud
LOG03278,CUST03883,How do I update my contact details?,neutral,
LOG03279,CUST05338,My card was charged twice and no one is fixing it.,negative,
LOG03280,CUST06816,Why is my loan application still pending? Terrible process.,negative,
LOG03281,CUST06988,How do I update my contact details?,neutral,
LOG03282,CUST02345,I love the new mobile app features.,positive,
LOG03283,CUST05351,I cannot access my account – it seems blocked.,negative,blocked
LOG03284,CUST05903,"Excellent experience overall, keep it up.",positive,
LOG03285,CUST06687,Why is my loan application still pending? Terrible process.,negative,
LOG03286,CUST07712,Why is my loan application still pending? Terrible process.,negative,
LOG03287,CUST00511,I am very unhappy with how my complaint was handled.,negative,
LOG03288,CUST06035,"Great customer service, very helpful team.",positive,
LOG03289,CUST04766,How do I update my contact details?,neutral,
